time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
718,35,-13.63065004,-13085.42404,17.58752346,0.724511147,23.37580919,116.1652279,245.4141748,113.9689279,299.1956735,108.2845688,349.5490193,94.33696747,247.1164387,99.85481501,303.2325053,100.1094103,356.1884201,3.01,2.32,0.17,3.62,4.13,0.19
789,35,-10.46264648,-10044.14063,17.54932165,1.079764366,24.3186307,115.7616878,243.3280545,114.0337443,298.8731968,110.1246786,348.7722623,92.98667192,244.7947294,100.3346801,302.070154,99.60372448,355.2473187,4.57,1.52,0.43,2.51,2.72,0.36
851,35,-10.39791584,-9981.999207,17.37246752,1.058914661,24.37954903,115.7052398,243.3194125,114.0297604,298.854239,110.1369524,349.275434,92.93849945,244.845922,100.2907062,302.5805032,99.14911509,355.3947008,4.79,1.51,0.68,2.47,2.72,0.45
931,35,-11.36147261,-10907.0137,16.18468523,0.429897308,22.42266655,116.6062331,243.7695247,114.1697931,299.1716301,110.180397,349.6042192,93.55591536,245.8105999,101.215961,302.9033983,99.07791138,355.4963136,5.63,1.13,1.3,2.53,1.87,0.11
994,35,-12.03718185,-11555.69458,15.51702261,-0.650961399,22.11157322,117.260592,244.4433653,114.6179223,299.5438027,110.1756907,349.723953,94.71107483,246.2587488,102.6875281,303.0540311,99.2757082,355.6387389,6.61,1.31,2.08,2.84,1.34,0.58
77,36,-12.75873899,-12248.38943,14.78606701,-1.659622192,21.70839787,118.0164242,244.9624854,114.9227786,299.7433913,110.1992941,349.6904147,95.79221964,246.586327,105.2778125,303.0495572,99.78722334,355.5607831,8.76,1.23,3.35,3.03,0.35,0.5
131,36,-14.55014706,-13968.14117,14.3096137,-0.145311356,27.31083155,118.4316373,245.0173312,117.5576162,298.6502409,110.1877856,346.7397165,97.4791503,246.6901124,111.0164165,302.4119747,103.8276029,354.802469,12.2,4.4,4.4,4.91,2.34,2.87
214,36,-14.64466095,-14058.87451,14.05429602,2.390506268,31.55937195,118.578608,244.9840182,119.1968107,296.9011295,110.1617932,343.4019434,99.16707516,246.6887444,115.6542206,301.6044152,108.0352235,353.8094187,14.28,6.62,4.68,6.22,4.16,4.15
262,36,-14.03416872,-13472.80197,11.69048309,16.75096035,44.76345062,121.1643505,245.0803363,118.9342475,298.1069326,112.1902227,343.9201784,104.7772264,246.8342757,125.8697176,299.0020072,127.6674414,352.0206213,11.72,3.38,1.11,4.72,6.74,2.86
365,36,-17.09892511,-16414.96811,9.443736076,30.52092791,56.80012465,122.1514177,245.087707,118.7214518,299.0320373,111.3771486,346.4337516,106.4232802,246.8392968,132.6893091,295.8215296,139.6501207,352.0793617,12.8,2.93,4,4.97,11.12,2.16
