time(in ms), time(in s), hsL, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
529,47,-36.85338736,-0.948386192,73.00158978,103.1105804,140.7080555,214.7500724,126.9011164,278.7372208,112.2648025,340.4695272,117.8910971,214.4860142,156.4936638,277.2786248,191.3163757,345.6162143,3.08,0.68,16.01,7.58,12.13,3.03
594,47,-45.92536211,-9.80632782,63.8503933,94.12847042,149.5930195,216.8344706,131.8429613,280.2583873,112.1751165,340.4483485,131.0873652,216.8563735,174.043808,280.7623637,197.512536,348.2934558,9.65,1.47,11.08,10.4,14,3.8
683,47,-59.7400403,-23.96467209,53.72888088,88.93092155,164.1272879,218.0866545,144.1137886,279.976176,113.8215423,337.2246766,144.3811941,217.7765054,187.462821,280.4058659,203.3134174,350.6852674,13.92,6.27,7.25,16.56,14.03,5.15
744,47,-64.48481083,-34.84525681,42.27795124,77.99514771,176.5445709,218.1188732,163.9916039,281.7907548,124.8340273,328.1793022,154.7756338,217.6030684,194.968729,281.8719614,203.2062292,351.4062452,15.57,19.07,3.83,25.39,13.1,1.49
840,47,-61.87098026,-38.23496819,39.42575455,72.32244015,183.5353231,217.9024673,179.008441,281.9845176,134.7997284,321.8562627,159.5575047,216.6180003,196.1796141,281.5712428,203.9954138,351.3435781,13.99,29.68,3.62,31.94,11.72,2.38
900,47,-42.43236065,-24.27648067,19.95218754,52.42778778,207.871356,216.1372787,223.8899088,281.7496848,177.4841022,322.5446677,181.0754299,216.2216717,201.3993931,284.0307105,204.241004,351.0007274,8.2,40.43,1.39,32.61,3.15,8.16
980,47,-30.41615009,-5.024600029,9.588446617,39.80237961,213.493166,215.4269546,237.8681087,278.758496,194.2637587,323.7440979,189.7139454,216.1893725,203.110714,285.1634181,203.8990974,348.460182,5.83,40.82,0.42,28.59,0.72,12.63
43,48,7.902803421,39.7344017,-0.644731522,29.42995548,223.3557415,215.5725181,257.6681042,274.554584,239.173665,334.6719646,199.2561293,216.5631223,202.6604033,286.5437365,202.9312134,349.5399427,1.43,27.94,0.16,9.8,3.61,17.66
121,48,46.48285389,81.13994122,-10.85380554,21.94433212,233.5734987,216.3769233,269.644289,274.7339594,282.9400063,340.8053613,209.119978,217.6743776,207.1664286,286.4023089,203.1558466,350.0337481,1.11,12.71,2.01,6.48,5.01,19.2
181,48,61.97067261,95.21624565,-26.51424408,6.372513771,250.7177067,218.5689211,282.2796249,276.8114376,312.8113174,342.2878075,224.9383593,219.7122985,216.0238123,287.5196636,204.062562,350.5042827,1.87,2.26,6.08,14.72,7.55,16.34
268,48,57.57070541,92.24601746,-36.60055161,-2.321834564,259.3197727,221.1435843,292.6126099,277.1824515,317.8143597,344.1518891,235.9126139,222.0587111,222.8919125,288.7082148,206.7334127,349.9710488,2.17,6.53,8.42,11.97,10.1,17.73
323,48,33.10329437,70.30179977,-58.41987133,-28.51665974,287.9966068,221.7868477,317.352047,278.2893133,326.516161,347.1573687,264.6367836,222.4256372,251.26791,289.3848395,216.9680357,343.3899379,13.25,12.01,19.65,4.3,11.04,14.38
417,48,25.75112343,62.33513832,-60.95327854,-37.52521992,296.5470028,221.4467007,323.6117363,279.0735698,328.3214951,349.2690611,274.6719646,222.0946473,266.2521744,291.344676,225.3517342,338.7323248,21.98,12.64,25.89,2.18,8.32,12.49
487,48,8.322114944,45.20213127,-58.61190319,-41.16325378,313.6634445,219.2938417,324.0720749,283.2695639,327.9730511,349.8170042,296.1738396,218.2745594,300.644989,291.697408,249.6653366,334.3300474,35.89,3.34,33.92,1.91,3.44,1.74
576,48,-4.024543762,29.19416428,-39.06269073,-10.6182003,328.8611698,213.8288301,333.2589912,283.2533419,329.6361065,348.6066306,312.2673512,213.6373043,328.9608479,285.3634572,286.4019585,333.6361384,33.84,3.83,26.37,1.77,1.09,0.84
651,48,-18.50913048,15.34157753,-5.95664978,29.7449398,339.3368626,211.1199331,344.3478012,280.7571173,329.7084904,340.0634301,324.9693775,212.2112006,337.5798512,277.9480076,328.5471153,346.7066932,10.38,10.22,4.21,7.89,0.65,1.11
720,48,-30.61995506,5.858030319,33.89456749,71.58167839,351.5633011,211.472472,340.5660152,281.7430866,329.3101215,345.8470559,339.4327641,212.3029965,375.0533581,279.8218095,379.4004536,350.481205,14.55,0.61,2,5.62,12.25,4.58
798,48,-45.21188736,-7.969007492,63.55710983,100.2287292,365.8647251,213.6121345,343.4016895,284.2399871,328.9606762,349.9974418,356.2926292,213.8505399,391.2190247,281.9652057,422.3174858,352.1484661,2.09,3.1,14.02,7.02,11.54,9.48
865,48,-64.21523094,-26.72504425,61.3153553,96.4380455,384.4253826,219.6699411,354.0019226,286.4741814,330.9692001,349.4831979,376.2159634,219.9939787,412.9129314,285.7996809,440.0238991,352.5061548,4.54,2.75,12.9,11.6,12.62,13.63
959,48,-79.95334625,-44.87820625,42.28331566,80.81431389,404.6607971,220.7135242,374.1536522,287.6986527,335.5641747,345.366962,399.5009136,220.5294496,433.8294697,286.73177,447.7865124,354.7504234,9.68,6.26,6.61,20.61,10.75,14.42
23,49,-80.63881874,-58.74126434,24.82180595,63.68305206,422.0756149,219.0801233,404.8257923,287.4352384,354.2047119,332.7636588,417.8928566,219.250921,448.0045223,286.5952992,449.2183113,355.0086236,13.55,24.06,0.59,32.13,9.6,9.88
125,49,-71.76584244,-58.9226532,12.61027336,50.25160789,431.4477253,218.1123233,426.2444115,286.2873065,370.3208542,328.0508137,429.2797852,218.8537556,447.2773075,287.411195,448.7983418,355.6457877,7.68,34.53,0.74,36.99,3.51,5.07
192,49,-46.51928902,-2.795534134,-34.3012619,16.71664238,450.4434872,215.7859147,457.0499611,283.7819731,423.08424,328.9499438,440.7200718,216.4856333,457.8795719,283.8461208,434.5046997,336.3949406,22.2,26.06,14.03,22.91,4.99,0.08
270,49,-29.17488098,-1.563491821,-10.77598572,23.776474,465.2900505,214.650954,486.864109,277.6456475,445.8456802,330.9987438,451.1866951,215.3419983,464.0345764,283.5891759,448.4090996,343.8279319,14.35,34.29,8.28,23.37,4.35,7.95
331,49,26.49496078,50.3207016,-32.77868271,4.856901169,484.7360802,214.8315686,512.7132225,276.8719804,517.0132256,341.2841356,475.1441288,215.374378,464.2459774,287.0443654,449.4781208,351.5271056,2.45,12.08,7.32,2.16,5.3,12.59
434,49,24.01514053,60.91358185,-40.36314011,-5.34204483,491.3241005,216.6758555,519.7208405,279.168874,521.0159111,344.5927477,487.073307,216.3199693,483.9970779,285.8669829,452.4779034,352.0948756,13.56,13.7,14.97,0.66,1.98,14.29
502,49,-46.85963631,-5.159053802,53.43955994,82.78186798,499.6471024,217.9562831,494.9983978,286.0842741,464.2293835,350.0729835,506.0603714,217.9559451,535.5578613,280.8910131,559.5647049,346.2613928,3.1,12.94,11.69,15.12,13.87,2.34
595,49,-73.65177155,-34.00205612,39.08323288,73.32464218,521.4090729,219.8932511,497.9704285,288.3375227,459.8313618,348.0368328,527.1064568,220.4509467,555.8444595,280.7461739,569.8025894,346.6923058,8.22,8.86,6.81,19.75,12.74,12.22
677,49,-77.7210331,-51.89649582,23.38348389,58.45275879,538.4390831,219.0352875,524.4810104,289.7648978,471.3068962,346.0507965,542.4656868,218.3202481,559.9861908,280.5289149,571.1337662,347.4654901,3.65,21.65,5.37,27.98,7.71,7.65
739,49,-66.43655777,-33.78953934,9.822292328,45.37061691,556.5814018,214.8074931,564.9318123,288.5645342,502.5218582,336.0147858,556.2474632,213.523525,568.8380814,284.6827126,567.5263596,347.3485565,6.36,40.14,0.65,36.48,5.49,2.44
820,49,-42.19619751,-4.437847137,-32.35038757,-11.90820694,576.9671059,212.2579354,586.5002632,285.2172661,545.4905319,336.7297769,571.6014862,211.3740939,583.0481529,285.1413381,562.6615334,337.3071063,17.39,28.33,12.4,24.11,3.58,1.87
882,49,-23.68383408,6.355018616,-19.58227158,10.91909409,591.8783569,214.3598753,609.6754074,282.4537003,576.8670845,343.5832179,584.3116379,213.7104481,583.5674858,285.0245976,574.493351,343.0925024,4.69,25.16,5.01,16.78,1.91,6.4
965,49,-35.70241928,-3.249206543,7.550811768,50.67712784,600.3997421,214.6990085,595.3629112,282.5381577,575.4440117,347.6859355,597.4481964,214.6554762,607.8081894,281.5609109,614.3899727,348.8084078,1.83,7.37,3.17,9.74,3.33,1.96
67,50,-46.54083252,-12.40962982,42.11168289,73.71900558,610.7823372,217.215414,587.533493,284.0832067,572.9143524,349.2276692,610.321312,217.3294508,638.8870239,282.321285,653.9754295,349.2216504,6.66,3.87,7.25,7.18,12.51,9.72
130,50,-55.32068253,-24.67443466,43.03985596,72.02425003,623.3136749,218.754074,595.5563164,284.6043384,575.865612,348.6844254,623.5608101,218.2651287,653.8069725,282.2731984,668.3192825,348.4625959,7.85,3.53,7.05,9.79,14.52,11.49
232,50,-18.3687973,12.75787354,0.843086243,24.71471786,643.8302994,220.7262701,648.1423187,284.6626925,633.6613083,344.7730243,641.865921,220.2883726,631.6096115,283.0782795,659.6974754,351.0148251,18.34,9.89,13.1,7.7,6.05,1.52
278,50,5.982112885,43.33654404,-74.3223381,-49.61688995,663.8155174,220.7564932,683.4982109,284.6756959,676.9869804,348.349911,654.7329712,220.7913512,633.6494637,285.5780768,591.6555977,338.4875464,13.69,13.12,24.05,3.27,10.58,7.29
387,50,-43.25380325,-47.9073143,-10.51523209,27.74179459,666.1423874,220.6151623,661.3465118,283.778851,639.7017288,328.16926,678.3320045,221.2198341,690.6933403,287.6056659,675.4273224,350.2225864,13.79,12.89,7.79,15.35,4.87,4.44
448,50,-49.37948227,-26.42818451,-21.25597,16.80015564,676.894455,215.3408557,683.3147049,279.3898344,640.518837,323.9221537,689.466362,216.1422032,696.4940643,284.9430048,677.9358101,349.8021019,12.43,31.62,9.12,28.39,4.22,0.68
541,50,-20.55295944,6.963272095,-36.10971451,4.356822968,685.1244736,212.4413341,696.7027473,272.6507521,675.6552315,329.0460849,700.5245018,213.994478,699.713459,283.7113559,677.0326996,348.7909949,10.72,18.03,11.07,11.85,1.94,1.62
611,50,-22.03485489,8.233680725,-21.52175903,13.52485657,690.6845856,210.6552404,694.421196,273.314116,680.6215096,343.0152547,710.2444839,212.4550939,710.8808327,279.161278,695.972271,345.9446454,7.46,8.28,7.14,6.34,3.33,0.81
695,50,34.55984116,62.70149231,-45.46445847,-7.31174469,703.9390182,211.3243335,724.136467,273.36658,740.5118179,342.5316525,718.8046646,212.6826364,705.7023811,279.6626472,681.8532944,348.2133758,4.79,2.79,11.05,7.6,2.95,6.5
774,50,45.91180801,70.47998428,-56.44786835,-19.67153549,712.4887848,212.5252765,735.4678345,274.240154,757.4586868,337.6198626,727.7506256,213.956514,707.6420403,281.7340744,679.984417,348.5652065,3.63,0.79,13.09,11.06,4.72,8.64
839,50,34.39121246,61.49139404,-68.14744949,-31.63719177,724.9924278,213.9872038,744.1171074,275.955534,761.8817139,339.6573329,738.9942741,215.982703,714.3720245,283.9819801,680.8042145,348.2828987,4.85,0.93,16.35,8.93,8.11,6.26
912,50,23.40127945,53.85972977,-77.924366,-40.77203751,735.6431007,214.6845084,751.8399811,276.900562,763.5995293,341.6750729,748.9462852,216.4473313,724.2247581,285.0410128,681.9608688,346.0595834,9.83,2.5,21.27,5.85,7.39,4.28
992,50,16.60606384,47.36326218,-79.45404053,-45.21629333,744.4854927,213.4386653,757.9555321,276.9069672,764.7185898,341.5143013,756.819706,215.2025825,742.2706032,284.9336708,689.3813896,342.4129486,20.67,3.44,27.35,3.39,1.75,3.31
62,51,5.031852722,36.09443665,-68.96621704,-40.08659363,752.8175926,212.8424585,765.7062149,278.5730374,762.3290634,342.2866488,763.9165878,214.4713372,760.196743,284.4555402,708.859005,334.4358444,28.31,8,30.01,1.69,3.48,3.32
145,51,5.588951111,35.34141541,-67.30459213,-35.71180344,753.7213326,212.6766014,768.3826447,279.4060886,762.5756836,342.1100092,769.8833084,214.4005108,765.91856,284.1095674,718.6164665,332.9972684,26.73,10.03,28.55,2.96,2.86,5.57
215,51,3.537940979,30.20244598,-49.41455841,-29.1576004,756.4883995,210.474304,764.3361855,274.786166,761.8672371,338.8303649,780.4096413,212.3954362,776.1675453,281.1150634,746.9895172,333.4706998,15.42,5.17,17.4,1.23,1.53,3.69
301,51,-2.804946899,26.39636993,-33.29360962,-3.160629272,761.5836525,210.1631087,766.239624,273.2797086,765.3853798,338.8573694,785.4144859,212.3634589,792.2397423,280.3412032,763.52314,337.0792258,19.12,2.8,15.88,0.4,7.08,2.69
372,51,-8.434467316,19.46588516,-22.92131424,12.54289627,767.910347,210.2599257,768.3904266,275.9728503,765.4377937,342.4833083,790.9617805,212.4168563,792.491169,282.7355254,775.9324837,346.436584,9.02,1.67,8.3,1.42,4.58,0.05
453,51,-12.01726913,11.25377655,-20.44521332,11.2620163,772.0779991,211.4412832,772.2620201,278.6586213,765.8156204,345.1537907,795.0516701,214.2261726,794.772377,285.2247334,781.3571548,349.214344,6.6,3.21,6.71,3.11,3.73,1.15
537,51,-16.98932648,5.462493896,-26.75582886,5.321674347,777.3496056,211.4138442,777.0175552,278.5686278,767.1690559,344.6958411,799.0524101,214.2135876,795.2755165,285.0043201,780.5655098,350.6888402,5.46,4.63,7.16,4.78,2.27,2.48
601,51,-20.50443649,0.11472702,-29.34528351,0.259552002,781.2186813,211.9193816,780.0311279,278.4672081,767.4585915,344.5027864,803.237114,214.6412337,796.1805153,284.944067,781.8973732,351.0029483,3.7,5.54,6.92,6.1,0.23,3.77
