time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
639,17,-4.139771461,-3974.180603,27.8349638,2.49866724,30.88561535,133.4303141,254.773255,131.7876005,317.8356206,134.6396971,373.4407103,113.3560896,257.5554246,117.1744251,321.7900872,120.3422785,381.1602259,0.2,2.49,1.73,1.67,7.28,2.49
709,17,-3.740715981,-3591.087341,27.53966331,3.652496338,29.71021414,133.7984276,253.8515782,131.5808058,316.7180729,134.7027683,373.4061742,112.4915814,256.3153106,116.8817067,319.8232341,120.4432011,380.4351604,0.33,2.91,1.91,1.79,6.69,2.93
775,17,-3.845572472,-3691.749573,27.34828949,3.616940975,29.62153673,133.8062239,253.9603043,131.6859627,316.7138886,134.5926619,372.8939259,112.5294614,256.5546817,116.8748975,320.0421667,120.41502,380.2652478,0.31,2.76,1.91,1.68,6.69,2.89
841,17,-3.876600266,-3721.536255,27.31909275,3.628020287,29.69029427,133.8120461,254.0905309,131.7590475,316.8946803,134.5443678,372.782625,112.5163651,256.6883844,117.0293069,320.4935503,120.4229879,380.8572543,0.47,2.66,1.83,1.62,6.59,2.84
918,17,-3.9569664,-3798.687744,27.32254028,3.594210148,29.77279902,133.8091135,254.0308249,132.0714426,316.8735015,134.5061588,372.6464438,112.4240756,256.6867429,117.1644831,320.5988646,120.3552532,381.0456097,0.69,2.3,1.72,1.42,6.48,2.68
996,17,-3.95758152,-3799.278259,27.06318855,3.799288273,29.071455,133.764267,254.0314364,133.5500908,317.0850635,134.5035124,372.6298034,112.2148132,256.88366,117.1687675,321.3769734,120.2610111,380.8133197,0.8,0.66,1.69,0.57,6.38,1.89
64,18,-3.95939827,-3801.022339,27.07078457,3.933999538,27.9724431,133.7642956,254.8221463,142.692647,317.1790159,134.9086618,372.9930925,111.9641232,258.0816901,116.708343,321.9946325,119.7092843,380.6466579,0.74,9.09,1.66,4.47,6.22,2.83
134,18,1.821255684,1748.405457,34.85381126,3.709216118,27.77704239,134.2052364,255.764873,155.8006525,314.5577788,141.5829277,372.8191566,111.9271517,259.6651858,115.6766009,323.126471,118.9706683,381.8517852,0.1,19.49,1.82,7.8,5.85,10.08
205,18,13.16967487,12642.88788,45.14481068,2.202694416,27.94394732,134.5065308,256.507287,159.3480349,312.5176692,151.6648006,370.7448328,112.2775054,260.2175224,115.7089233,323.5507536,118.1700683,381.813612,0.38,18.25,1.38,4.23,5.15,12.57
272,18,35.63242435,34207.12738,66.86182022,-1.622986794,26.11528873,137.7777958,257.9245073,165.4846716,311.1318791,176.3016272,370.5540311,116.0622883,261.2714535,116.3075495,324.1891086,118.1928205,382.0484769,0.92,10.48,1.07,5.87,5.92,15.03
341,18,50.97960949,48940.42511,78.92013073,-7.898440361,21.35111332,144.5278358,259.0159357,173.2143545,311.6904116,196.2446451,368.386656,122.3241091,262.5893623,118.1370807,325.4581904,118.2053733,382.9403651,2.18,4.16,0.06,12.89,7.77,14.75
409,18,59.20861244,56840.26794,89.19111729,-16.59992695,12.89641857,152.7530336,261.428926,182.9666662,312.3525846,211.5845203,366.3553333,130.908823,265.0196528,122.984004,325.5700707,118.2965326,382.834214,1.57,1.86,2.62,16.62,9.79,15.82
482,18,59.12688732,56761.81183,91.32405281,-20.70782661,8.370537758,157.3104572,262.1641463,187.8538227,312.4060786,216.5233755,366.0466969,135.4846001,265.77676,126.3526297,325.9916818,119.3739009,382.9286492,0.93,2.15,3.93,16.75,10.07,16.39
554,18,54.025383,51864.36768,86.76848888,-30.42665005,-1.206908226,166.7689562,266.1033082,198.3572674,314.5999753,221.7121267,368.5783267,145.1959276,269.5286286,131.6053247,328.3064389,119.9808025,383.5797501,0.66,6.44,6.73,13.7,11.76,18.67
624,18,40.2196455,38610.85968,73.02967072,-42.41875648,-12.56934643,179.6635723,267.4975955,206.1081076,318.3014882,222.9769135,374.2983842,157.1856022,270.2627063,139.6277475,328.1768239,120.7449675,381.9736755,1.49,6.7,11.15,9.64,13.27,14.68
