time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
741,27,-22.79562235,-21883.79745,5.658524036,-2.13463068,26.44992828,106.8284655,265.2327275,119.3811536,312.5312841,92.4276638,363.3224308,86.78857327,268.0403405,97.2313714,322.0907736,90.70612192,373.0807686,10.32,25.11,4.1,16.61,0.09,5.67
811,27,-20.97564697,-20136.62109,4.464297295,-2.576594353,26.7976284,105.3955507,264.4376886,118.6796737,312.1212924,92.42538214,363.4202456,87.04425573,267.5341111,98.22358131,320.5814517,91.49744511,374.4903767,10.78,24.97,4,16.05,0.31,6.6
877,27,-20.77264309,-19941.73737,4.457073212,-1.78589344,26.9886446,105.2190757,264.2847866,119.1872263,312.1192646,92.41940975,364.1208494,87.03667402,267.3543656,98.15143347,320.5765271,91.58022881,374.8345792,10.6,25.48,3.88,16.14,0.25,7.07
943,27,-13.82891893,-13275.76218,15.15516043,-1.165745258,28.32185268,110.9428811,264.2787516,134.1908598,310.3085482,104.458158,362.5156116,88.68906498,267.4258357,93.77675772,323.0040014,92.5814867,376.324718,3.67,33.62,0.71,17.75,3.18,12.59
11,28,-6.200101376,-5952.097321,25.62341452,-1.743986607,26.44995689,113.6068082,263.1995863,141.0710764,308.6522305,115.1663733,361.4715457,89.66503859,266.1864942,92.81042576,323.1359339,92.5761652,376.5540791,1.92,34.19,0.13,15.41,3.83,15.66
74,28,18.79473209,18042.94281,51.61022186,-7.802224159,22.87689686,119.884057,262.6025426,149.9263573,305.8111596,143.5492516,361.5640497,96.32792473,266.2174737,93.10151339,323.7004852,93.37793827,378.0286074,1.97,25.04,0.18,3.66,7.42,17.61
142,28,40.75212479,39122.03979,73.23984146,-11.28770113,18.73109579,126.6974401,263.2527423,158.2535648,306.3321304,170.2844524,363.0506802,100.9953976,266.5621912,96.38618231,323.7797284,94.07111406,378.7894642,1.24,15.59,1.34,6.82,7.12,20.76
208,28,50.5897522,48566.16211,81.51909828,-16.22965336,14.02035713,131.0471392,264.6297938,162.3257446,308.1841099,183.1045532,363.908515,106.0279369,267.0816332,100.0984097,323.9522803,94.65136528,378.9593768,0.17,10.15,3.17,11.87,7.34,20.56
275,28,55.23093224,53021.69495,85.07743835,-25.82301378,4.396183491,140.9441614,267.5316489,173.6180162,310.9262073,196.9382,364.5578456,115.5102396,270.4068696,106.0204482,324.9154615,95.1847744,379.236052,0.81,9.21,6.39,13.76,8.8,22.64
340,28,43.3403635,41606.74896,73.63111496,-38.30358982,-8.388941288,154.0033865,269.7081971,186.495595,312.5972342,200.4221535,368.2833695,128.2120085,272.7307034,114.9983668,324.9122107,96.94335222,377.656467,2.79,15.07,10.88,8.03,10.54,23.03
