time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
785,47,-4.736602306,-4547.138214,24.03036118,-0.565538406,24.49047804,106.8168211,239.5481193,107.8108835,297.752527,106.7164493,347.2622001,82.58379221,243.3201045,82.74267912,303.2163155,85.6430912,357.2986937,1.64,1.26,1.74,0.7,8.75,1.6
854,47,-5.056872368,-4854.597473,22.50953436,-0.912938118,25.2271986,106.4475703,239.7934288,107.2856355,297.3219681,106.3741922,346.8097544,83.20778131,243.2448041,83.35890055,302.6518929,86.09594822,359.2971861,1.47,1.06,1.57,0.58,9.14,1.97
920,47,-4.96670723,-4768.03894,22.57756948,-1.107387543,25.2367115,106.4441085,239.8094738,107.4586987,297.2640646,106.4241815,346.7121971,83.21267366,243.2545245,83.3807373,302.6467752,86.09302282,359.2514813,1.45,1.24,1.56,0.66,9.17,1.88
985,47,-4.772093296,-4581.209564,22.75569677,-1.138243675,25.26247501,106.3846564,240.0670302,107.5869441,297.1722043,106.4711165,346.6277397,83.21596384,243.6933392,83.37622404,302.724731,86.10454559,359.2322016,1.47,1.41,1.57,0.71,9.2,1.84
58,48,-4.630887508,-4445.652008,22.92271614,-1.298582554,25.13480186,106.382761,240.6069267,107.6528907,297.1586537,106.5286303,346.595875,83.2852149,244.2631853,83.37623835,302.9340076,86.0995388,359.1790617,1.51,1.46,1.57,0.72,9.18,1.82
136,48,-4.773416519,-4582.479858,22.75908709,-1.592810154,24.72024679,106.571939,240.7934314,108.0061483,297.1922565,106.5844417,346.5201402,83.53205681,244.3728769,83.37584496,303.2944643,86.1049819,359.032259,1.66,1.75,1.59,0.91,9.28,1.61
193,48,-5.375225544,-5160.216522,22.15528965,-2.428629398,23.83851528,107.1758509,241.4738864,108.5892963,297.8178978,106.5943623,346.5156019,84.3622756,244.7684491,83.44718456,303.8765252,86.11374378,359.0601325,2.06,2.13,1.57,1.3,9.09,1.31
279,48,-6.653637886,-6387.492371,20.79893589,-4.044384956,21.70150995,108.4870291,241.961512,109.0742183,298.4845769,106.9791842,346.6902781,86.78929567,244.8193359,86.8636322,304.2473459,87.04715252,358.7985528,0.07,1.74,0.12,1.39,7.86,1.58
332,48,-8.761353493,-8410.899353,18.88143539,-6.262686253,19.54489946,110.2945805,242.0013267,109.1942811,298.6710656,106.9821596,346.7920196,89.04363871,244.7471899,91.80449009,303.9562511,87.40473747,358.6675215,4.09,0.86,2.58,1.47,6.46,2.31
428,48,-13.79746914,-13245.57037,15.24330139,-10.45120955,18.0563736,115.1411533,241.9737589,114.0832543,298.7419724,107.2793984,346.8651795,95.44267416,244.6472347,104.4054365,303.7320399,91.29600763,358.3194566,12.57,3.95,7.68,4.53,3.69,2.16
477,48,-18.01045418,-17290.03601,10.87685108,-3.748233318,27.12240458,117.6182413,241.5269941,117.4467945,295.3912604,107.156539,342.741251,100.5796409,244.3974996,117.4905324,300.8796072,105.3213716,353.5249543,16.97,6.87,7.39,6.96,0.92,0.37
587,48,-21.9486165,-21070.67184,7.245469093,16.40595675,46.4830327,121.3890123,240.3545684,116.2456799,297.4569583,108.9178205,347.6783073,106.2074733,243.3012271,126.7631292,298.7160301,126.2663984,352.5937986,12.08,1.79,0.28,4.68,3.83,2.08
626,48,-27.07574129,-25992.71164,6.118083,40.79765797,70.56687355,126.4127827,240.6517464,117.01581,299.736954,108.4950113,349.2699623,112.2725058,243.3081472,139.7003031,297.0949244,155.8547831,353.5364127,6.86,0.41,9.16,5.51,8.92,2.76
737,48,-34.6880579,-33300.53558,-0.646519661,55.00868797,81.2321806,134.5948648,244.3002641,123.0771303,301.7286229,108.4789395,350.3058529,121.370759,246.9810945,151.458478,297.3470736,177.3479891,355.2647638,4.46,3.16,14.13,9.58,12.23,3.12
781,48,-42.13328362,-40447.95227,-9.949235916,53.73666286,83.35435867,143.9744139,246.6159064,127.234683,301.5661776,109.2056966,349.3803298,131.5354729,248.8103342,166.0062361,297.7028632,188.1138611,355.578872,9.51,2.25,12.14,11.96,15.6,5.29
891,48,-52.84698486,-50733.10547,-23.16212654,44.18901443,77.66685963,157.1895361,247.3367715,138.7259531,301.0631347,112.6730704,344.42541,144.0251827,249.7572613,180.2467203,297.4936509,192.798686,356.3692117,16.28,7.73,6.86,18.66,17.9,8.58
940,48,-57.23212481,-54942.83981,-37.45830059,32.28156567,66.31237507,172.717495,245.645982,164.7688723,300.3559005,125.3570795,337.017138,156.829977,248.0522132,186.6585445,297.615155,195.1750803,356.4599454,14.05,26.49,4.67,31.15,13.21,2.48
42,49,-51.31742477,-49264.72778,-33.10808659,14.11236763,47.7688694,191.4597988,243.3008248,192.5001955,298.7873876,151.7392731,328.7254107,174.3673038,245.1196361,192.8931713,299.9227989,194.5156288,356.3010406,9.84,38.05,0.95,37.44,3.83,0.53
90,49,-39.84593868,-38252.10114,-19.85186577,8.856568336,40.83974361,197.6533699,243.3289719,203.9017582,298.3473337,167.5932741,327.6717854,181.2067366,245.1816916,195.5700874,302.9210043,194.8045921,357.9331541,8.41,38.51,0.43,34.85,0.93,2.38
181,49,-10.37386894,-9958.914185,13.50351334,-1.475687027,28.4773922,210.3520346,241.1808282,233.7574482,292.8555429,207.4072266,334.0794432,191.3821363,243.4018582,199.7547626,301.5473485,195.7388163,355.5498075,7.03,34.07,2.38,19.77,0.52,11.45
252,49,23.48773956,22548.22998,48.16803932,-16.08425617,16.46883488,218.7412548,240.9953856,246.8770409,290.6458104,241.3845634,349.0663183,207.1072054,242.8486687,204.6436787,301.4056313,196.7704582,356.7067194,3.22,20.71,4.56,3.01,4.31,16.48
334,49,55.10318756,52899.06006,82.11773872,-32.72232056,-0.977039337,235.1943684,244.5120835,267.8326607,291.034205,291.7460918,346.5092611,223.2920122,245.342415,210.7788992,302.6971793,197.2932529,357.5438583,0.88,7.91,7.86,13.65,9.31,19.58
389,49,50.99638939,48956.53381,80.26496887,-52.00754642,-20.358181,254.8447609,246.0231596,286.3235092,291.5161014,307.9372215,348.9934802,242.9325199,246.5339595,225.1027966,302.5220203,201.1400127,355.4238296,4.14,9.32,14.28,11.96,12.91,19.19
