time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
300,33,19.46714401,18688.45825,49.9968338,-79.14997101,-49.08468246,718.627739,247.380867,732.2673225,300.6849432,743.3601952,355.4974723,724.3175697,249.5213664,707.2830391,309.7397161,656.3679886,359.2081904,21.03,1.7,30.06,6.51,6.8,3.14
413,33,7.249031067,6959.069824,37.27048874,-66.17385864,-49.01264191,731.8553925,245.0210649,742.6385307,300.6826901,745.4758072,355.6579542,738.7352371,246.5543658,739.2411232,308.2929647,683.1846428,347.3781037,39.16,4.56,38.89,1.68,3.07,1.45
451,33,-4.897155762,-4701.269531,27.40585327,-48.98225784,-26.91719055,741.2206078,244.7892094,758.1458473,300.4910839,742.8210068,355.523833,750.9186745,245.4246837,760.306778,303.0652964,716.7476463,346.6910827,34.55,18.6,29.32,8.89,8.66,5.94
554,33,-12.19602585,-11708.18481,16.05354309,-21.70017242,7.713260651,750.3914452,244.6797752,753.9967918,299.8947644,746.8585396,355.0291264,767.4648857,245.1307082,788.9203262,299.9686968,755.3873062,349.9966371,33.07,6.27,20.65,4.15,15.12,0.2
594,33,-20.99527359,-20155.46265,7.320327759,8.316135406,42.00845718,759.1956711,244.6875483,755.8697319,300.2081001,745.4067421,355.5708897,780.3285027,245.6159198,800.4604912,300.2185607,795.0815964,359.69028,14.63,4.14,2.89,6.05,14.89,3.53
711,33,-32.44932175,-31151.34888,-4.468002319,26.03490829,60.01464844,771.9656181,245.836671,763.5106659,299.7629285,746.064949,356.4511263,792.855835,248.0629635,811.7306328,303.3547819,822.3707771,362.3365903,5.08,4.78,5.81,9.81,15.09,6.47
753,33,-37.71800995,-36209.28955,-10.57325363,23.55474472,56.88062668,777.8083992,246.0645998,767.6589775,299.6637619,747.6335907,356.422931,799.8610497,249.0461165,818.5900497,303.6549211,827.1376419,363.1270587,6.3,5.15,4.64,11.21,15.74,7.66
862,33,-48.5002327,-46560.22339,-26.711483,4.436817169,39.16814804,799.7561646,247.5422662,794.0421867,299.6680748,760.0855637,347.9967284,820.8440781,250.7722306,837.2278976,307.5974464,832.3469353,364.7622621,11.96,18.04,2.73,21.56,13.86,6.4
898,33,-46.11711502,-44272.43042,-24.18771744,-3.721904755,31.70917511,804.7816658,246.7854005,802.8786278,299.4991601,768.9867783,345.9011936,826.6555023,250.2889824,838.5695457,308.13097,831.0432816,365.7769418,10.81,21.17,4.18,22.33,11.51,3.06
10,34,-33.00899506,-31688.63525,-9.354000092,-11.42194748,23.06516647,812.3468971,241.8499535,816.3127327,297.3608172,789.9422836,347.4965501,834.7228432,244.9899727,839.2207146,306.765393,832.363472,365.2226579,6.12,18.78,3.76,16.47,7.93,0.5
