time(in ms), time(in s), hsL, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
313,54,-7.140083312988281,18.164377212524414,-2.0809221267700195,19.922690391540527,182.41846561431885,230.39575695991516,180.94772815704346,283.4919083118439,179.10475730895996,332.61627674102783,162.55010604858398,231.82066977024078,162.91162490844727,287.718608379364,163.7450122833252,339.38143014907837,0.31,0.32,0.53,1.19,5.25,1.36
426,54,-6.573886871337891,17.48210906982422,-0.04242897033691406,19.333176612854004,180.9921169281006,229.84208464622498,181.09976291656494,282.9724180698395,178.85992527008057,331.58563256263733,161.7507791519165,231.17842018604279,162.94090747833252,287.2154366970062,164.4254493713379,338.33556175231934,0.25,1.55,0.95,1.47,4.32,0.67
481,54,-6.614727973937988,17.599668502807617,-0.5662107467651367,17.236475944519043,181.02933883666992,229.91941273212433,181.1667537689209,283.5299849510193,178.69929313659668,331.57713532447815,162.02070236206055,231.49988293647766,163.31110954284668,287.4028265476227,164.2992639541626,338.3045017719269,0.12,1.74,0.64,1.64,4.35,0.67
567,54,-7.548308372497559,17.157440185546875,-2.8958559036254883,15.316329002380371,181.87618732452393,231.30277276039124,181.30525588989258,284.2745876312256,178.53612899780273,331.5713095664978,163.624005317688,232.48403370380402,164.10512924194336,288.1539309024811,163.97326469421387,338.34756731987,0.36,1.54,0.07,1.87,5.00,0.23
618,54,-9.114017486572266,17.08637237548828,-4.9605560302734375,16.500391960144043,183.51006031036377,232.37432599067688,182.7387285232544,284.37349677085876,178.74089241027832,331.6303074359894,165.24274349212646,232.93311595916748,169.87555503845215,287.57856488227844,164.00755405426025,338.34550738334656,6.45,2.25,3.71,2.71,2.41,0.27
701,54,-10.871415138244629,16.68647289276123,-4.859719276428223,20.52901268005371,185.3197431564331,231.89843237400055,185.5900526046753,284.076544046402,179.23640727996826,330.74105858802795,167.17080116271973,232.15510368347168,177.17267990112305,286.3438904285431,167.66138076782227,338.29336524009705,11.81,4.55,5.87,4.36,0.91,1.69
759,54,-13.955769538879395,15.466647148132324,-1.9207477569580078,27.774581909179688,186.78884983062744,230.0547569990158,191.46685123443604,281.00508213043213,179.09029483795166,329.7711503505707,169.67566967010498,230.760977268219,183.68385314941406,283.01223278045654,174.21674251556396,336.3987708091736,14.27,11.08,5.68,8.11,3.37,5.04
846,54,-14.14006233215332,14.506230354309082,-1.5838623046875,27.437853813171387,188.74764919281006,229.61608707904816,192.82997131347656,279.9750816822052,181.09901905059814,328.7326204776764,172.13107109069824,230.569885969162,182.47747421264648,281.52103185653687,176.87753677368164,334.94683742523193,9.89,10.32,3.36,7.69,0.95,4.85
909,54,-10.642905235290527,22.562999725341797,2.8125429153442383,24.181694984436035,190.79340934753418,228.9522886276245,193.008713722229,278.70091438293457,187.1821689605713,328.61082673072815,174.35072422027588,229.22885119915009,185.8826780319214,279.6064496040344,182.06631660461426,329.20228600502014,9.82,5.19,2.47,3.74,2.23,4.84
984,54,-23.373284339904785,1.8764591217041016,34.701905250549316,60.095815658569336,194.35040473937988,228.36531937122345,189.49483394622803,279.91891622543335,177.8289556503296,328.969931602478,179.35588359832764,228.4170913696289,201.7898654937744,278.13761830329895,217.04305171966553,331.97705268859863,5.19,4.59,9.07,7.61,8.75,1.11
47,55,-26.734185218811035,-0.9385013580322266,47.132320404052734,75.35141944885254,197.62885093688965,229.77706789970398,189.44385051727295,282.06324577331543,177.46643543243408,330.1085937023163,183.53957176208496,228.98899734020233,208.9936637878418,278.7524449825287,232.10313320159912,332.4285650253296,2.44,2.95,13.63,7.97,11.64,0.13
132,55,-29.37553882598877,-3.2862281799316406,51.71366214752197,77.99883842468262,200.6797742843628,230.1610368490219,191.0245656967163,283.3691167831421,177.66682147979736,330.8728623390198,187.11962699890137,230.03438293933868,212.62043952941895,279.8037528991699,238.99851322174072,332.7395188808441,0.42,3.16,15.68,8.98,11.60,0.67
196,55,-34.5371675491333,-7.152442932128906,47.78759479522705,77.19032764434814,205.69982528686523,231.50244176387787,195.08541584014893,283.70932817459106,177.78027534484863,330.8594083786011,193.74273777008057,231.57569825649261,220.37479877471924,281.69403433799744,243.57430458068848,333.1755495071411,2.42,5.14,14.24,11.65,12.72,1.61
268,55,-42.8386116027832,-12.95145034790039,40.43708324432373,69.81054782867432,214.79259967803955,232.6465755701065,202.92177200317383,284.05150294303894,179.84557628631592,329.50342297554016,202.73868083953857,232.83024787902832,228.72992992401123,282.00801372528076,246.80362701416016,335.3396415710449,5.76,8.54,10.81,15.92,11.92,3.78
340,55,-48.8483190536499,-19.79853630065918,30.525684356689453,59.18520927429199,226.0900068283081,233.6252063512802,213.79995346069336,284.69053387641907,186.04455471038818,325.6926369667053,213.1706142425537,234.02552604675293,235.85824012756348,282.9300606250763,248.05764198303223,335.25537729263306,7.15,13.14,7.49,20.83,8.80,5.95
406,55,-49.646973609924316,-23.698811531066895,25.502772331237793,54.261488914489746,231.81489944458008,233.61501932144165,224.7859811782837,284.9012267589569,192.51990795135498,321.08542799949646,218.29829692840576,234.37972247600555,237.27895259857178,284.44881319999695,247.91802406311035,335.28547167778015,5.32,22.23,6.73,26.63,5.89,3.02
477,55,-41.63865566253662,-23.779749870300293,20.02203941345215,48.76273155212402,241.0539150238037,233.60584616661072,244.4689178466797,283.93978357315063,210.42833805084229,313.0552804470062,224.67939376831055,234.21919226646423,242.80234336853027,286.0206091403961,249.30624961853027,335.49333214759827,6.90,35.52,4.25,33.33,5.79,2.41
547,55,-32.67861843109131,-20.215086936950684,9.830775260925293,39.38628673553467,251.60751342773438,234.12879645824432,264.6262836456299,281.62187218666077,228.68617057800293,310.4320800304413,235.65881252288818,235.21771430969238,246.37104034423828,285.68928122520447,248.88808250427246,334.8652446269989,5.16,43.82,1.67,35.06,1.26,7.06
630,55,-6.167850494384766,20.69169044494629,3.4011268615722656,24.21466827392578,259.40714836120605,234.08410549163818,281.10302925109863,278.0992841720581,260.663480758667,320.3197431564331,241.5944766998291,235.00673174858093,247.4483585357666,286.64332151412964,247.70187377929688,333.5399329662323,3.47,30.73,0.19,15.22,0.63,14.42
691,55,19.451065063476562,51.475868225097656,-5.533046722412109,16.442413330078125,264.90036964416504,234.07412767410278,289.9570941925049,277.2151851654053,290.0331687927246,326.3390064239502,249.43811416625977,234.70858812332153,251.3778591156006,286.4714455604553,247.55498886108398,333.45280408859253,3.83,18.04,2.61,0.07,1.99,18.21
